product_name,product_url,category,images_count,local_files
"Шокер дубинка HY X8 Police",https://paralizator.com.ua/elektroshoker-x8-police,"Дубинки электрошокеры",6,"data/images_original/image/catalog/fototovarov/dubinki/hy-x8/shoker-dubinka-x8-police-1.jpg | data/images_original/image/catalog/fototovarov/dubinki/hy-x8/shoker-dubinka-x8-police-2.jpg | data/images_original/image/catalog/fototovarov/dubinki/hy-x8/shoker-dubinka-x8-police-3.jpg | data/images_original/image/catalog/fototovarov/dubinki/hy-x8/shoker-dubinka-x8-police-4.jpg | data/images_original/image/catalog/fototovarov/dubinki/hy-x8/shoker-dubinka-x8-police-5.jpg | data/images_original/image/catalog/fototovarov/dubinki/hy-x8/shoker-dubinka-x8-police-6.jpg"
"Шокер YJ-02",https://paralizator.com.ua/elektroshoker-yj-02,"Женские электрошокеры",5,"data/images_original/image/catalog/fototovarov/zhenskie/yj-02/1.jpg | data/images_original/image/catalog/fototovarov/zhenskie/yj-02/2.jpg | data/images_original/image/catalog/fototovarov/zhenskie/yj-02/3.jpg | data/images_original/image/catalog/fototovarov/zhenskie/yj-02/4.jpg | data/images_original/image/catalog/fototovarov/zhenskie/yj-02/6.jpg"
"Шокер ZEUS",https://paralizator.com.ua/elektroshoker-zeus,"Классические электрошокеры",6,"data/images_original/image/catalog/fototovarov/klassicheskie/zeus/elektroshoker-zeus-0.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/zeus/elektroshoker-zeus-2.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/zeus/elektroshoker-zeus-3.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/zeus/elektroshoker-zeus-4.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/zeus/elektroshoker-zeus-5.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/zeus/elektroshoker-zeus-7.jpg"
"Шокер BL 1104 Police",https://paralizator.com.ua/elektroshoker-zz-1104-police-original-s-chehlom,"Фонарики электрошокеры",6,"data/images_original/image/catalog/fototovarov/fonariki/1104/shoker-bl-1104-police-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/1104/shoker-bl-1104-police-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/1104/shoker-bl-1104-police-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/1104/shoker-bl-1104-police-4.jpg | data/images_original/image/catalog/fototovarov/fonariki/1104/shoker-bl-1104-police-5.jpg | data/images_original/image/catalog/fototovarov/fonariki/1104/shoker-bl-1104-police-6.jpg"
"Шокер ZZ BL-2013 Police",https://paralizator.com.ua/elektroshoker-zz-2013-police,"Фонарики электрошокеры",4,"data/images_original/image/catalog/fototovarov/fonariki/2013/shoker-bl-2013-police-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/2013/shoker-bl-2013-police-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/2013/shoker-bl-2013-police-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/2013/shoker-bl-2013-police-4.jpg"
"Шокер CH-46",https://paralizator.com.ua/fonarik-elektroshoker-ch-46,"Фонарики электрошокеры",7,"data/images_original/image/catalog/fototovarov/fonariki/ch46/shoker-ch46-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/ch46/shoker-ch46-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/ch46/shoker-ch46-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/ch46/shoker-ch46-4.jpg | data/images_original/image/catalog/fototovarov/fonariki/ch46/shoker-ch46-5.jpg | data/images_original/image/catalog/fototovarov/fonariki/ch46/shoker-ch46-6.jpg | data/images_original/image/catalog/fototovarov/fonariki/ch46/shoker-ch46-7.jpg"
"Ультразвуковой отпугиватель собак D02",https://paralizator.com.ua/otpugivatel-d02,"Ультразвуковые отпугиватели собак",12,"data/images_original/image/catalog/uzotpugivateli/d02/otpugivatel_d02_1.jpg | data/images_original/image/catalog/uzotpugivateli/d02/otpugivatel_d02_2.jpg | data/images_original/image/catalog/uzotpugivateli/d02/otpugivatel_d02_3.jpg | data/images_original/image/catalog/uzotpugivateli/d02/otpugivatel_d02_4.jpg | data/images_original/image/catalog/uzotpugivateli/d02/otpugivatel_d02_5.jpg | data/images_original/image/catalog/uzotpugivateli/d02/otpugivatel_d02_6.jpg | data/images_original/image/catalog/uzotpugivateli/d02/otpugivatel_d02_8.jpg | data/images_original/image/catalog/uzotpugivateli/d02/otpugivatel_d02_9.jpg | data/images_original/image/catalog/uzotpugivateli/d02/otpugivatel_d02_10.jpg | data/images_original/image/catalog/uzotpugivateli/d02/otpugivatel_d02_11.jpg | data/images_original/image/catalog/uzotpugivateli/d02/otpugivatel_d02_13.jpg | data/images_original/image/catalog/uzotpugivateli/d02/otpugivatel_d02_14.jpg"
"Ультразвуковой отпугиватель собак K10",https://paralizator.com.ua/otpugivatel-k10,"Ультразвуковые отпугиватели собак",7,"data/images_original/image/catalog/uzotpugivateli/k10/otpugivatel_k10.jpg | data/images_original/image/catalog/uzotpugivateli/k10/otpugivatel_k10_2.jpg | data/images_original/image/catalog/uzotpugivateli/k10/otpugivatel_k10_3.jpg | data/images_original/image/catalog/uzotpugivateli/k10/otpugivatel_k10_4.jpg | data/images_original/image/catalog/uzotpugivateli/k10/otpugivatel_k10_5.jpg | data/images_original/image/catalog/uzotpugivateli/k10/otpugivatel_k10_6.jpg | data/images_original/image/catalog/uzotpugivateli/k10/otpugivatel_k10_7.jpg"
"Ультразвуковой отпугиватель собак K30",https://paralizator.com.ua/otpugivatel-k30,"Ультразвуковые отпугиватели собак",11,"data/images_original/image/catalog/uzotpugivateli/k30/otpugivatel_k30.jpg | data/images_original/image/catalog/uzotpugivateli/k30/otpugivatel_k30_2.jpg | data/images_original/image/catalog/uzotpugivateli/k30/otpugivatel_k30_3.jpg | data/images_original/image/catalog/uzotpugivateli/k30/otpugivatel_k30_4.jpg | data/images_original/image/catalog/uzotpugivateli/k30/otpugivatel_k30_5.jpg | data/images_original/image/catalog/uzotpugivateli/k30/otpugivatel_k30_6.jpg | data/images_original/image/catalog/uzotpugivateli/k30/otpugivatel_k30_7.jpeg | data/images_original/image/catalog/uzotpugivateli/k30/otpugivatel_k30_8.jpeg | data/images_original/image/catalog/uzotpugivateli/k30/otpugivatel_k30_9.jpeg | data/images_original/image/catalog/uzotpugivateli/k30/otpugivatel_k30_10.jpg | data/images_original/image/catalog/uzotpugivateli/k30/otpugivatel_k30_11.jpg"
"Ультразвуковой отпугиватель собак N11",https://paralizator.com.ua/otpugivatel-n11,"Ультразвуковые отпугиватели собак",11,"data/images_original/image/catalog/uzotpugivateli/n11/pugach_n11.jpg | data/images_original/image/catalog/uzotpugivateli/n11/pugach_n11_2.jpg | data/images_original/image/catalog/uzotpugivateli/n11/pugach_n11_3.jpg | data/images_original/image/catalog/uzotpugivateli/n11/pugach_n11_4.jpg | data/images_original/image/catalog/uzotpugivateli/n11/pugach_n11_5.jpg | data/images_original/image/catalog/uzotpugivateli/n11/pugach_n11_6.jpg | data/images_original/image/catalog/uzotpugivateli/n11/pugach_n11_7.jpg | data/images_original/image/catalog/uzotpugivateli/n11/pugach_n11_9.jpg | data/images_original/image/catalog/uzotpugivateli/n11/pugach_n11_8.jpeg | data/images_original/image/catalog/uzotpugivateli/n11/pugach_n11_10.jpg | data/images_original/image/catalog/uzotpugivateli/n11/pugach_n11_11.jpg"
"Ультразвуковой отпугиватель собак P9",https://paralizator.com.ua/otpugivatel-p9,"Ультразвуковые отпугиватели собак",11,"data/images_original/image/catalog/uzotpugivateli/p9999/otpugivatel-p9_0.jpg | data/images_original/image/catalog/uzotpugivateli/p9999/otpugivatel-p9_2.jpg | data/images_original/image/catalog/uzotpugivateli/p9999/otpugivatel-p9_3.jpg | data/images_original/image/catalog/uzotpugivateli/p9999/otpugivatel-p9_4.jpg | data/images_original/image/catalog/uzotpugivateli/p9999/otpugivatel-p9_5.jpg | data/images_original/image/catalog/uzotpugivateli/p9999/otpugivatel-p9_6.jpg | data/images_original/image/catalog/uzotpugivateli/p9999/otpugivatel-p9_7.jpg | data/images_original/image/catalog/uzotpugivateli/p9999/otpugivatel-p9_8.jpg | data/images_original/image/catalog/uzotpugivateli/p9999/otpugivatel-p9_9.jpg | data/images_original/image/catalog/uzotpugivateli/p9999/otpugivatel-p9_10.jpeg | data/images_original/image/catalog/uzotpugivateli/p9999/otpugivatel-p9_911.jpeg"
"Ультразвуковой отпугиватель собак PU-30",https://paralizator.com.ua/otpugivatel-pu30,"Ультразвуковые отпугиватели собак",12,"data/images_original/image/catalog/uzotpugivateli/pu30/otpugivatel-pu30_1.jpg | data/images_original/image/catalog/uzotpugivateli/pu30/otpugivatel-pu30_2.jpg | data/images_original/image/catalog/uzotpugivateli/pu30/otpugivatel_pu30_3.jpg | data/images_original/image/catalog/uzotpugivateli/pu30/otpugivatel_pu30_4.jpg | data/images_original/image/catalog/uzotpugivateli/pu30/otpugivatel_pu30_5.jpg | data/images_original/image/catalog/uzotpugivateli/pu30/otpugivatel_pu30_6.jpg | data/images_original/image/catalog/uzotpugivateli/pu30/otpugivatel_pu30_7.jpg | data/images_original/image/catalog/uzotpugivateli/pu30/otpugivatel_pu30_8.jpg | data/images_original/image/catalog/uzotpugivateli/pu30/otpugivatel_pu30_9.jpg | data/images_original/image/catalog/uzotpugivateli/pu30/otpugivatel_pu30_10.jpeg | data/images_original/image/catalog/uzotpugivateli/pu30/otpugivatel_pu30_11.jpeg | data/images_original/image/catalog/uzotpugivateli/pu30/otpugivatel_pu30_12.jpg"
"Ультразвуковой отпугиватель собак PU-31",https://paralizator.com.ua/otpugivatel-pu31,"Ультразвуковые отпугиватели собак",9,"data/images_original/image/catalog/uzotpugivateli/pu31/otpugivatel_pu31_0.jpg | data/images_original/image/catalog/uzotpugivateli/pu31/otpugivatel_pu31_2.jpg | data/images_original/image/catalog/uzotpugivateli/pu31/otpugivatel_pu31_3.jpg | data/images_original/image/catalog/uzotpugivateli/pu31/otpugivatel_pu31_4.jpg | data/images_original/image/catalog/uzotpugivateli/pu31/otpugivatel_pu31_5.jpg | data/images_original/image/catalog/uzotpugivateli/pu31/otpugivatel_pu31_6.jpg | data/images_original/image/catalog/uzotpugivateli/pu31/otpugivatel_pu31_7.jpg | data/images_original/image/catalog/uzotpugivateli/pu31/otpugivatel_pu31_8.jpg | data/images_original/image/catalog/uzotpugivateli/pu31/otpugivatel_pu31_9.jpg"
"Ультразвуковой отпугиватель собак PY-03",https://paralizator.com.ua/otpugivatel-py03,"Ультразвуковые отпугиватели собак",8,"data/images_original/image/catalog/uzotpugivateli/yp03/otpugivatel-py-03.jpg | data/images_original/image/catalog/uzotpugivateli/yp03/otpugivatel_py03_2.jpg | data/images_original/image/catalog/uzotpugivateli/yp03/otpugivatel_py03_3.jpg | data/images_original/image/catalog/uzotpugivateli/yp03/otpugivatel_py03_4.jpg | data/images_original/image/catalog/uzotpugivateli/yp03/otpugivatel_py03_5.jpg | data/images_original/image/catalog/uzotpugivateli/yp03/otpugivatel_py03_8.jpg | data/images_original/image/catalog/uzotpugivateli/yp03/otpugivatel_py03_6.jpeg | data/images_original/image/catalog/uzotpugivateli/yp03/otpugivatel_py03_7.jpeg"
"Ультразвуковой отпугиватель собак QG-07",https://paralizator.com.ua/otpugivatel-qg-07,"Ультразвуковые отпугиватели собак",12,"data/images_original/image/catalog/uzotpugivateli/qg07/vidlyakuvach_qg07_1.jpg | data/images_original/image/catalog/uzotpugivateli/qg07/vidlyakuvach_qg07_2.jpg | data/images_original/image/catalog/uzotpugivateli/qg07/vidlyakuvach_qg07_3.jpg | data/images_original/image/catalog/uzotpugivateli/qg07/vidlyakuvach_qg07_4.jpg | data/images_original/image/catalog/uzotpugivateli/qg07/vidlyakuvach_qg07_5.jpg | data/images_original/image/catalog/uzotpugivateli/qg07/vidlyakuvach_qg07_6.jpg | data/images_original/image/catalog/uzotpugivateli/qg07/vidlyakuvach_qg07_7.jpg | data/images_original/image/catalog/uzotpugivateli/qg07/vidlyakuvach_qg07_8.jpg | data/images_original/image/catalog/uzotpugivateli/qg07/vidlyakuvach_qg07_9.jpg | data/images_original/image/catalog/uzotpugivateli/qg07/vidlyakuvach_qg07_10.jpg | data/images_original/image/catalog/uzotpugivateli/qg07/vidlyakuvach_qg07_11.jpg | data/images_original/image/catalog/uzotpugivateli/qg07/vidlyakuvach_qg07_12.jpg"
"Ультразвуковой отпугиватель собак QG-12",https://paralizator.com.ua/otpugivatel-qg12,"Ультразвуковые отпугиватели собак",8,"data/images_original/image/catalog/uzotpugivateli/qg12/otpugivatel_qg12.jpg | data/images_original/image/catalog/uzotpugivateli/qg12/otpugivatel_qg12_2.jpg | data/images_original/image/catalog/uzotpugivateli/qg12/otpugivatel_qg12_3.jpg | data/images_original/image/catalog/uzotpugivateli/qg12/otpugivatel_qg12_4.jpg | data/images_original/image/catalog/uzotpugivateli/qg12/otpugivatel_qg12_5.jpg | data/images_original/image/catalog/uzotpugivateli/qg12/otpugivatel_qg12_6.jpg | data/images_original/image/catalog/uzotpugivateli/qg12/otpugivatel_qg12_7.jpg | data/images_original/image/catalog/uzotpugivateli/qg12/otpugivatel_qg12_8.jpg"
"Ультразвуковой отпугиватель собак ZF2006",https://paralizator.com.ua/otpugivatel-zf2006,"Ультразвуковые отпугиватели собак",12,"data/images_original/image/catalog/uzotpugivateli/zf2006/otpugivatel_zf2006.jpg | data/images_original/image/catalog/uzotpugivateli/zf2006/otpugivatel_zf2006_2.jpg | data/images_original/image/catalog/uzotpugivateli/zf2006/otpugivatel_zf2006_3.jpg | data/images_original/image/catalog/uzotpugivateli/zf2006/otpugivatel_zf2006_4.jpg | data/images_original/image/catalog/uzotpugivateli/zf2006/otpugivatel_zf2006_5.jpg | data/images_original/image/catalog/uzotpugivateli/zf2006/otpugivatel_zf2006_6.jpg | data/images_original/image/catalog/uzotpugivateli/zf2006/otpugivatel_zf2006_7.jpg | data/images_original/image/catalog/uzotpugivateli/zf2006/otpugivatel_zf2006_8.jpg | data/images_original/image/catalog/uzotpugivateli/zf2006/otpugivatel_zf2006_10.jpg | data/images_original/image/catalog/uzotpugivateli/zf2006/otpugivatel_zf2006_11.jpg | data/images_original/image/catalog/uzotpugivateli/zf2006/otpugivatel_zf2006_12.jpg | data/images_original/image/catalog/uzotpugivateli/zf2006/otpugivatel_zf2006_13.jpg"
"Ультразвуковой отпугиватель собак ZF-851",https://paralizator.com.ua/otpugivatel-zf851,"Ультразвуковые отпугиватели собак",12,"data/images_original/image/catalog/uzotpugivateli/zf851/otpugivatel_zf851.jpg | data/images_original/image/catalog/uzotpugivateli/zf851/otpugivatel_zf851_111.jpg | data/images_original/image/catalog/uzotpugivateli/zf851/otpugivatel_zf851_2.jpg | data/images_original/image/catalog/uzotpugivateli/zf851/otpugivatel_zf851_3.jpg | data/images_original/image/catalog/uzotpugivateli/zf851/otpugivatel_zf851_4.jpg | data/images_original/image/catalog/uzotpugivateli/zf851/otpugivatel_zf851_5.jpg | data/images_original/image/catalog/uzotpugivateli/zf851/otpugivatel_zf851_6.jpg | data/images_original/image/catalog/uzotpugivateli/zf851/otpugivatel_zf851_7.jpg | data/images_original/image/catalog/uzotpugivateli/zf851/otpugivatel_zf851_8.jpg | data/images_original/image/catalog/uzotpugivateli/zf851/otpugivatel_zf851_9.jpg | data/images_original/image/catalog/uzotpugivateli/zf851/otpugivatel_zf851_10.jpg | data/images_original/image/catalog/uzotpugivateli/zf851/otpugivatel_zf851_11.jpg"
Шнур,https://paralizator.com.ua/shnur,,0,
"Электрошокер BL 1203 Police",https://paralizator.com.ua/shoker-1203-police,"Фонарики электрошокеры",6,"data/images_original/image/catalog/fototovarov/fonariki/1203/shoker-bl-1203-police-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/1203/shoker-bl-1203-police-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/1203/shoker-bl-1203-police-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/1203/shoker-bl-1203-police-4.jpg | data/images_original/image/catalog/fototovarov/fonariki/1203/shoker-bl-1203-police-5.jpg | data/images_original/image/catalog/fototovarov/fonariki/1203/shoker-bl-1203-police-6.jpg"
"Шокер TW-1502",https://paralizator.com.ua/shoker-1502,"Женские электрошокеры",4,"data/images_original/image/catalog/fototovarov/zhenskie/1502/shoker-1502-1.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1502/shoker-1502-2.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1502/shoker-1502-3.jpg | data/images_original/image/catalog/fototovarov/zhenskie/1502/shoker-1502-4.jpg"
"Шокер HY-6601",https://paralizator.com.ua/shoker-6601,"Классические электрошокеры",6,"data/images_original/image/catalog/fototovarov/klassicheskie/6601/shoker-6601-1.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/6601/shoker-6601-2.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/6601/shoker-6601-3.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/6601/shoker-6601-4.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/6601/shoker-6601-5.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/6601/shoker-6601-6.jpg"
"Шокер 6610B Zoom",https://paralizator.com.ua/shoker-6610b,"Фонарики электрошокеры",6,"data/images_original/image/catalog/fototovarov/zhenskie/6610b/shoker-6618b-zoom.jpg | data/images_original/image/catalog/fototovarov/zhenskie/6610b/shoker-6618b-zoom-2.jpg | data/images_original/image/catalog/fototovarov/zhenskie/6610b/shoker-6618b-zoom-3.jpg | data/images_original/image/catalog/fototovarov/zhenskie/6610b/shoker-6618b-zoom-4.jpg | data/images_original/image/catalog/fototovarov/zhenskie/6610b/shoker-6618b-zoom-5.jpg | data/images_original/image/catalog/fototovarov/zhenskie/6610b/shoker-6618b-zoom-6.jpg"
"Шокер 6800 Police",https://paralizator.com.ua/shoker-6800,"Фонарики электрошокеры",5,"data/images_original/image/catalog/fototovarov/fonariki/6800/shoker-hb-6800-0.jpg | data/images_original/image/catalog/fototovarov/fonariki/6800/shoker-hb-6800-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/6800/shoker-hb-6800-4.jpg | data/images_original/image/catalog/fototovarov/fonariki/6800/shoker-hb-6800-5.jpg | data/images_original/image/catalog/fototovarov/fonariki/6800/shoker-hb-6800-7.jpg"
"Шокер KL-9902",https://paralizator.com.ua/shoker-9902,"Фонарики электрошокеры",5,"data/images_original/image/catalog/fototovarov/fonariki/9902/shoker-kl-9902-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/9902/shoker-kl-9902-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/9902/shoker-kl-9902-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/9902/shoker-kl-9902-4.jpg | data/images_original/image/catalog/fototovarov/fonariki/9902/shoker-kl-9902-5.jpg"
"Шокер HY-A2",https://paralizator.com.ua/shoker-a2,"Классические электрошокеры",6,"data/images_original/image/catalog/fototovarov/klassicheskie/hya2/shoker-hy-a2-1.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/hya2/shoker-hy-a2-2.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/hya2/shoker-hy-a2-3.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/hya2/shoker-hy-a2-4.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/hya2/shoker-hy-a2-5.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/hya2/shoker-hy-a2-6.jpg"
"Электрошокер X6 Gold",https://paralizator.com.ua/shoker-avatar-x6,"Классические электрошокеры",7,"data/images_original/image/catalog/fototovarov/klassicheskie/x6gold/shoker-avatar-x6-1.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/x6gold/shoker-avatar-x6-2.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/x6gold/shoker-avatar-x6-3.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/x6gold/shoker-avatar-x6-4.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/x6gold/shoker-avatar-x6-5.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/x6gold/shoker-avatar-x6-6.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/x6gold/shoker-avatar-x6-7.jpg"
"Шокер брелок Bats",https://paralizator.com.ua/shoker-bats,"Женские электрошокеры",7,"data/images_original/image/catalog/fototovarov/zhenskie/bats/shoker-bats-1.jpg | data/images_original/image/catalog/fototovarov/zhenskie/bats/shoker-bats-2.jpg | data/images_original/image/catalog/fototovarov/zhenskie/bats/shoker-bats-3.jpg | data/images_original/image/catalog/fototovarov/zhenskie/bats/shoker-bats-4.jpg | data/images_original/image/catalog/fototovarov/zhenskie/bats/shoker-bats-5.jpg | data/images_original/image/catalog/fototovarov/zhenskie/bats/shoker-bats-6.jpg | data/images_original/image/catalog/fototovarov/zhenskie/bats/shoker-bats-7.jpg"
"Шокер BL 1132 Police",https://paralizator.com.ua/shoker-bl-1132,"Дубинки электрошокеры",6,"data/images_original/image/catalog/fototovarov/dubinki/1132/shoker-bl-1132-1.jpg | data/images_original/image/catalog/fototovarov/dubinki/1132/shoker-bl-1132-2.jpg | data/images_original/image/catalog/fototovarov/dubinki/1132/shoker-bl-1132-3.jpg | data/images_original/image/catalog/fototovarov/dubinki/1132/shoker-bl-1132-4.jpg | data/images_original/image/catalog/fototovarov/dubinki/1132/shoker-bl-1132-5.jpg | data/images_original/image/catalog/fototovarov/dubinki/1138/shoker-bl-1138-police-7.jpg"
"Шокер Dragon AB-3000",https://paralizator.com.ua/shoker-dragon-3000,"Классические электрошокеры",6,"data/images_original/image/catalog/fototovarov/klassicheskie/511/1.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/511/2.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/511/3.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/511/4.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/511/5.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/511/6.jpg"
"Шокер Fist 806",https://paralizator.com.ua/shoker-fist-806,"Женские электрошокеры",6,"data/images_original/image/catalog/fototovarov/zhenskie/806/shoker-osa-806-1.jpg | data/images_original/image/catalog/fototovarov/zhenskie/806/shoker-osa-806-2.jpg | data/images_original/image/catalog/fototovarov/zhenskie/806/shoker-osa-806-3.jpg | data/images_original/image/catalog/fototovarov/zhenskie/806/shoker-osa-806-4.jpg | data/images_original/image/catalog/fototovarov/zhenskie/806/shoker-osa-806-5.jpg | data/images_original/image/catalog/fototovarov/zhenskie/806/shoker-osa-806-6.jpg"
"Шокер GT-911",https://paralizator.com.ua/shoker-gt-911,"Классические электрошокеры",8,"data/images_original/image/catalog/fototovarov/klassicheskie/911/shoker-gt-911-1.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/911/shoker-gt-911-2.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/911/shoker-gt-911-3.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/911/shoker-gt-911-4.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/911/shoker-gt-911-5.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/911/shoker-gt-911-6.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/911/shoker-gt-911-7.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/911/shoker-gt-911-8.jpg"
"Шокер H-11",https://paralizator.com.ua/shoker-h11,"Женские электрошокеры",5,"data/images_original/image/catalog/fototovarov/zhenskie/h11/shoker-h11-1.jpg | data/images_original/image/catalog/fototovarov/zhenskie/h11/shoker-h11-2.jpg | data/images_original/image/catalog/fototovarov/zhenskie/h11/shoker-h11-3.jpg | data/images_original/image/catalog/fototovarov/zhenskie/h11/shoker-h11-4.jpg | data/images_original/image/catalog/fototovarov/zhenskie/h11/shoker-h11-5.jpg"
"Шокер H-9",https://paralizator.com.ua/shoker-h9,"Фонарики электрошокеры",6,"data/images_original/image/catalog/fototovarov/fonariki/h-9/shoker-h9-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/h-9/shoker-h9-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/h-9/shoker-h9-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/h-9/shoker-h9-4.jpg | data/images_original/image/catalog/fototovarov/fonariki/h-9/shoker-h9-5.jpg | data/images_original/image/catalog/fototovarov/fonariki/h-9/shoker-h9-6.jpg"
"Телескопический шокер HY-X10 Gold Premium",https://paralizator.com.ua/shoker-hy-x10-gold-premium,"Дубинки электрошокеры",5,"data/images_original/image/catalog/fototovarov/dubinki/h10gold/shoker-x10-gold-premium-1.jpg | data/images_original/image/catalog/fototovarov/dubinki/h10gold/shoker-x10-gold-premium-2.jpg | data/images_original/image/catalog/fototovarov/dubinki/h10gold/shoker-x10-gold-premium-3.jpg | data/images_original/image/catalog/fototovarov/dubinki/h10gold/shoker-x10-gold-premium-4.jpg | data/images_original/image/catalog/fototovarov/dubinki/h10gold/shoker-x10-gold-premium-5.jpg"
"Шокер JOLT",https://paralizator.com.ua/shoker-jolt,"Классические электрошокеры",6,"data/images_original/image/catalog/fototovarov/klassicheskie/jolt/shoker-jolt-1.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/jolt/shoker-jolt-2.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/jolt/shoker-jolt-3.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/jolt/shoker-jolt-4.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/jolt/shoker-jolt-5.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/jolt/shoker-jolt-6.jpg"
"Шокер JW-02 Type",https://paralizator.com.ua/shoker-jw-02,"Классические электрошокеры",5,"data/images_original/image/catalog/fototovarov/klassicheskie/jw02/elektroshoker-jw-02-1.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/jw02/elektroshoker-jw-02-2.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/jw02/elektroshoker-jw-02-3.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/jw02/elektroshoker-jw-02-4.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/jw02/elektroshoker-jw-02-5.jpg"
"Шокер JW-03 Type",https://paralizator.com.ua/shoker-jw-03,"Классические электрошокеры",6,"data/images_original/image/catalog/fototovarov/klassicheskie/jw03/shoker-jw-03-1.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/jw03/shoker-jw-03-2.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/jw03/shoker-jw-03-3.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/jw03/shoker-jw-03-4.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/jw03/shoker-jw-03-5.jpg | data/images_original/image/catalog/fototovarov/klassicheskie/jw03/shoker-jw-03-6.jpg"
"Шокер K58",https://paralizator.com.ua/shoker-k58,"Фонарики электрошокеры",5,"data/images_original/image/catalog/fototovarov/fonariki/k58/shoker-k58-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/k58/shoker-k58-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/k58/shoker-k58-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/k58/shoker-k58-4.jpg | data/images_original/image/catalog/fototovarov/fonariki/k58/shoker-k58-5.jpg"
"Шокер K59",https://paralizator.com.ua/shoker-k59,"Фонарики электрошокеры",6,"data/images_original/image/catalog/fototovarov/fonariki/k59/shoker-k59-1.jpg | data/images_original/image/catalog/fototovarov/fonariki/k59/shoker-k59-2.jpg | data/images_original/image/catalog/fototovarov/fonariki/k59/shoker-k59-3.jpg | data/images_original/image/catalog/fototovarov/fonariki/k59/shoker-k59-4.jpg | data/images_original/image/catalog/fototovarov/fonariki/k59/shoker-k59-5.jpg | data/images_original/image/catalog/fototovarov/fonariki/k59/shoker-k59-6.jpg"
